0.00 0.00 0.26 0.21 0.11 0.07 0.06 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.10 0.11 0.12 0.14 0.16 0.18 0.21 0.26 0.32 0.39 0.49 0.59 0.72 0.84 0.97 1.09 1.20 1.30 1.38 1.45 1.50 1.54 1.57 1.59 1.60 1.61 1.61 1.61 1.60 1.60 1.65 1.63 1.72 1.81 2.01 2.27 2.72 4.10 3.70 0.00 
0.00 0.00 0.33 0.19 0.10 0.07 0.06 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.10 0.11 0.12 0.13 0.15 0.18 0.21 0.26 0.31 0.39 0.48 0.58 0.70 0.83 0.95 1.07 1.18 1.27 1.36 1.42 1.47 1.51 1.54 1.57 1.58 1.58 1.59 1.58 1.58 1.58 1.60 1.62 1.70 1.81 1.93 2.11 2.57 3.69 4.51 0.00 
0.00 0.00 0.35 0.19 0.10 0.07 0.06 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.10 0.11 0.12 0.13 0.15 0.18 0.21 0.25 0.31 0.38 0.47 0.58 0.70 0.82 0.95 1.06 1.17 1.27 1.35 1.41 1.47 1.51 1.54 1.56 1.57 1.58 1.58 1.58 1.57 1.57 1.59 1.64 1.69 1.81 1.91 2.08 2.54 3.60 4.76 0.00 
0.00 0.00 0.33 0.19 0.10 0.07 0.06 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.10 0.11 0.12 0.13 0.15 0.18 0.21 0.26 0.31 0.39 0.48 0.58 0.70 0.83 0.95 1.07 1.18 1.27 1.36 1.42 1.47 1.52 1.54 1.57 1.58 1.59 1.59 1.58 1.58 1.58 1.60 1.63 1.70 1.81 1.93 2.10 2.57 3.70 4.51 0.00 
0.00 0.00 0.27 0.21 0.11 0.07 0.06 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.10 0.11 0.12 0.14 0.16 0.18 0.21 0.26 0.32 0.39 0.49 0.59 0.72 0.84 0.97 1.09 1.20 1.30 1.38 1.45 1.50 1.54 1.57 1.59 1.60 1.61 1.61 1.61 1.60 1.60 1.52 1.64 1.73 1.81 2.02 2.28 2.72 3.97 3.71 0.00 
0.00 0.00 0.09 0.30 0.12 0.08 0.06 0.05 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.09 0.10 0.11 0.13 0.14 0.16 0.19 0.22 0.27 0.33 0.40 0.50 0.61 0.73 0.86 0.99 1.12 1.23 1.33 1.42 1.49 1.55 1.59 1.62 1.65 1.66 1.67 1.67 1.67 1.66 1.64 1.64 1.72 1.64 1.88 2.06 2.36 2.78 5.78 1.29 0.00 
0.00 0.00 0.00 0.30 0.14 0.09 0.06 0.05 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.08 0.08 0.08 0.09 0.10 0.11 0.12 0.13 0.15 0.17 0.19 0.23 0.28 0.34 0.42 0.51 0.63 0.75 0.89 1.02 1.15 1.27 1.38 1.47 1.54 1.60 1.65 1.68 1.71 1.72 1.73 1.73 1.73 1.73 1.73 1.74 1.64 1.85 1.77 2.11 2.35 3.32 5.77 0.00 0.00 
0.00 0.00 0.00 0.13 0.21 0.10 0.07 0.05 0.05 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.09 0.09 0.10 0.11 0.11 0.13 0.14 0.16 0.18 0.21 0.25 0.30 0.36 0.45 0.55 0.68 0.82 0.96 1.11 1.25 1.38 1.49 1.59 1.66 1.73 1.78 1.81 1.84 1.85 1.86 1.86 1.86 1.85 1.84 1.84 1.90 1.78 2.14 2.42 2.78 5.36 2.56 0.00 0.00 
0.00 0.00 0.00 0.00 0.21 0.14 0.08 0.06 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.08 0.08 0.09 0.09 0.10 0.10 0.11 0.12 0.13 0.15 0.17 0.19 0.22 0.26 0.32 0.39 0.47 0.58 0.71 0.86 1.01 1.17 1.32 1.45 1.57 1.68 1.76 1.83 1.89 1.93 1.95 1.97 1.98 1.98 1.98 1.97 1.98 2.06 2.09 2.14 2.44 2.82 4.19 5.27 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.01 0.20 0.12 0.08 0.06 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.08 0.08 0.08 0.09 0.09 0.10 0.11 0.11 0.12 0.13 0.15 0.16 0.18 0.21 0.24 0.29 0.34 0.42 0.52 0.63 0.77 0.93 1.10 1.27 1.43 1.58 1.71 1.83 1.92 2.00 2.06 2.10 2.13 2.15 2.16 2.17 2.17 2.16 2.17 2.34 2.41 2.38 2.81 4.21 6.06 0.20 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.01 0.15 0.14 0.08 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.08 0.08 0.08 0.08 0.09 0.09 0.09 0.10 0.10 0.10 0.11 0.12 0.12 0.13 0.14 0.15 0.16 0.18 0.20 0.22 0.26 0.30 0.35 0.42 0.52 0.63 0.78 0.95 1.14 1.35 1.56 1.76 1.94 2.10 2.24 2.36 2.45 2.52 2.58 2.62 2.64 2.65 2.66 2.66 2.65 2.67 2.81 2.85 3.39 5.44 5.32 0.20 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.14 0.13 0.09 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.10 0.10 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.12 0.12 0.12 0.13 0.13 0.14 0.14 0.15 0.16 0.16 0.17 0.19 0.20 0.21 0.23 0.26 0.28 0.32 0.37 0.42 0.50 0.61 0.74 0.91 1.12 1.37 1.65 1.95 2.24 2.53 2.79 3.02 3.22 3.38 3.51 3.61 3.68 3.74 3.77 3.79 3.79 3.79 3.78 3.85 4.12 5.96 5.92 2.61 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.08 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.10 0.10 0.10 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.11 0.11 0.12 0.12 0.12 0.12 0.12 0.12 0.13 0.13 0.13 0.13 0.13 0.14 0.14 0.14 0.15 0.15 0.15 0.16 0.16 0.17 0.17 0.18 0.19 0.20 0.21 0.22 0.23 0.25 0.26 0.28 0.31 0.34 0.38 0.42 0.49 0.57 0.67 0.81 0.99 1.23 1.52 1.85 2.23 2.63 3.02 3.40 3.75 4.05 4.30 4.51 4.68 4.81 4.90 4.97 5.01 5.03 5.03 5.03 5.01 4.73 3.87 1.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
