0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.12 1820.12 1820.12 1820.12 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 1820.13 0.00 
